building_id,unit_id,floor,net_area_m2,occupancy,occupant_fictional,rent_inr
"BLD-0043","BLD-0043/F2/U1","2","129.82","Vacant","Unoccupied","0"
"BLD-0043","BLD-0043/F2/U2","2","129.82","Rented","Ananya Rao","14000"
"BLD-0043","BLD-0043/F3/U1","3","129.82","Rented","Neel Kapoor","12000"
"BLD-0043","BLD-0043/F3/U2","3","129.82","Vacant","Unoccupied","0"
"BLD-0044","BLD-0044/F0/U1","0","117.67","Owner occupied","Neel Kapoor","0"
"BLD-0044","BLD-0044/F0/U2","0","117.67","Rented","Vihaan Joshi","28000"
"BLD-0044","BLD-0044/F1/U1","1","117.67","Vacant","Unoccupied","0"
"BLD-0044","BLD-0044/F1/U2","1","117.67","Rented","Nisha Anand","27000"
"BLD-0044","BLD-0044/F2/U1","2","117.67","Rented","Kavya Sethi","19000"
"BLD-0044","BLD-0044/F2/U2","2","117.67","Rented","Ishaan Verma","26000"
"BLD-0044","BLD-0044/F3/U1","3","117.67","Rented","Rohan Batra","14000"
"BLD-0044","BLD-0044/F3/U2","3","117.67","Rented","Ananya Rao","12000"
"BLD-0044","BLD-0044/F4/U1","4","117.67","Rented","Ishaan Verma","26000"
"BLD-0044","BLD-0044/F4/U2","4","117.67","Rented","Neel Kapoor","26000"
"BLD-0045","BLD-0045/F0/U1","0","148.9","Owner occupied","Ananya Rao","0"
"BLD-0045","BLD-0045/F0/U2","0","148.9","Rented","Ananya Rao","21000"
"BLD-0045","BLD-0045/F1/U1","1","148.9","Rented","Aarav Mehta","14000"
"BLD-0045","BLD-0045/F1/U2","1","148.9","Rented","Meera Arora","15000"
"BLD-0045","BLD-0045/F2/U1","2","148.9","Rented","Diya Malhotra","27000"
"BLD-0045","BLD-0045/F2/U2","2","148.9","Rented","Vihaan Joshi","15000"
"BLD-0045","BLD-0045/F3/U1","3","148.9","Vacant","Unoccupied","0"
"BLD-0045","BLD-0045/F3/U2","3","148.9","Rented","Arjun Sinha","20000"
"BLD-0046","BLD-0046/F0/U1","0","93.33","Owner occupied","Tara Khanna","0"
"BLD-0046","BLD-0046/F0/U2","0","93.33","Rented","Rohan Batra","13000"
"BLD-0046","BLD-0046/F1/U1","1","93.33","Vacant","Unoccupied","0"
"BLD-0046","BLD-0046/F1/U2","1","93.33","Rented","Meera Arora","18000"
"BLD-0046","BLD-0046/F2/U1","2","93.33","Rented","Ishaan Verma","23000"
"BLD-0046","BLD-0046/F2/U2","2","93.33","Rented","Tara Khanna","25000"
"BLD-0046","BLD-0046/F3/U1","3","93.33","Rented","Arjun Sinha","21000"
"BLD-0046","BLD-0046/F3/U2","3","93.33","Vacant","Unoccupied","0"
"BLD-0047","BLD-0047/F0/U1","0","99.13","Owner occupied","Vihaan Joshi","0"
"BLD-0047","BLD-0047/F0/U2","0","99.13","Rented","Aarav Mehta","21000"
"BLD-0047","BLD-0047/F1/U1","1","99.13","Rented","Nisha Anand","14000"
"BLD-0047","BLD-0047/F1/U2","1","99.13","Vacant","Unoccupied","0"
"BLD-0047","BLD-0047/F2/U1","2","99.13","Rented","Neel Kapoor","17000"
"BLD-0047","BLD-0047/F2/U2","2","99.13","Vacant","Unoccupied","0"
"BLD-0047","BLD-0047/F3/U1","3","99.13","Vacant","Unoccupied","0"
"BLD-0047","BLD-0047/F3/U2","3","99.13","Rented","Tara Khanna","20000"
"BLD-0048","BLD-0048/F0/U1","0","120.29","Owner occupied","Aarav Mehta","0"
"BLD-0048","BLD-0048/F0/U2","0","120.29","Rented","Vihaan Joshi","26000"
"BLD-0048","BLD-0048/F1/U1","1","120.29","Rented","Tara Khanna","12000"
"BLD-0048","BLD-0048/F1/U2","1","120.29","Rented","Rohan Batra","12000"
"BLD-0048","BLD-0048/F2/U1","2","120.29","Rented","Ishaan Verma","18000"
"BLD-0048","BLD-0048/F2/U2","2","120.29","Rented","Tara Khanna","21000"
"BLD-0048","BLD-0048/F3/U1","3","120.29","Rented","Neel Kapoor","17000"
"BLD-0048","BLD-0048/F3/U2","3","120.29","Rented","Ishaan Verma","21000"
"BLD-0048","BLD-0048/F4/U1","4","120.29","Rented","Kavya Sethi","24000"
"BLD-0048","BLD-0048/F4/U2","4","120.29","Rented","Nisha Anand","25000"
"BLD-0049","BLD-0049/F0/U1","0","95.06","Owner occupied","Meera Arora","0"
"BLD-0049","BLD-0049/F0/U2","0","95.06","Rented","Arjun Sinha","23000"
"BLD-0049","BLD-0049/F1/U1","1","95.06","Vacant","Unoccupied","0"
"BLD-0049","BLD-0049/F1/U2","1","95.06","Rented","Nisha Anand","21000"
"BLD-0049","BLD-0049/F2/U1","2","95.06","Rented","Meera Arora","19000"
"BLD-0049","BLD-0049/F2/U2","2","95.06","Rented","Tara Khanna","17000"
"BLD-0050","BLD-0050/F0/U1","0","89.61","Owner occupied","Aarav Mehta","0"
"BLD-0050","BLD-0050/F0/U2","0","89.61","Rented","Ishaan Verma","15000"
"BLD-0050","BLD-0050/F1/U1","1","89.61","Rented","Nisha Anand","13000"
"BLD-0050","BLD-0050/F1/U2","1","89.61","Rented","Nisha Anand","14000"
"BLD-0050","BLD-0050/F2/U1","2","89.61","Rented","Meera Arora","12000"
"BLD-0050","BLD-0050/F2/U2","2","89.61","Rented","Neel Kapoor","16000"
"BLD-0051","BLD-0051/F0/U1","0","107.67","Owner occupied","Vihaan Joshi","0"
"BLD-0051","BLD-0051/F0/U2","0","107.67","Rented","Nisha Anand","17000"
"BLD-0051","BLD-0051/F1/U1","1","107.67","Rented","Diya Malhotra","28000"
"BLD-0051","BLD-0051/F1/U2","1","107.67","Rented","Vihaan Joshi","19000"
"BLD-0051","BLD-0051/F2/U1","2","107.67","Rented","Aarav Mehta","26000"
"BLD-0051","BLD-0051/F2/U2","2","107.67","Rented","Neel Kapoor","12000"
"BLD-0051","BLD-0051/F3/U1","3","107.67","Rented","Arjun Sinha","16000"
"BLD-0051","BLD-0051/F3/U2","3","107.67","Vacant","Unoccupied","0"
"BLD-0051","BLD-0051/F4/U1","4","107.67","Rented","Ishaan Verma","13000"
"BLD-0051","BLD-0051/F4/U2","4","107.67","Rented","Kavya Sethi","16000"
"BLD-0052","BLD-0052/F0/U1","0","110.15","Owner occupied","Vihaan Joshi","0"
"BLD-0052","BLD-0052/F0/U2","0","110.15","Vacant","Unoccupied","0"
"BLD-0052","BLD-0052/F1/U1","1","110.15","Rented","Arjun Sinha","15000"
"BLD-0052","BLD-0052/F1/U2","1","110.15","Rented","Nisha Anand","12000"
"BLD-0052","BLD-0052/F2/U1","2","110.15","Rented","Diya Malhotra","19000"
"BLD-0052","BLD-0052/F2/U2","2","110.15","Rented","Kavya Sethi","22000"
"BLD-0053","BLD-0053/F0/U1","0","99.13","Owner occupied","Tara Khanna","0"
"BLD-0053","BLD-0053/F0/U2","0","99.13","Rented","Rohan Batra","23000"
"BLD-0053","BLD-0053/F1/U1","1","99.13","Rented","Ananya Rao","12000"
"BLD-0053","BLD-0053/F1/U2","1","99.13","Rented","Vihaan Joshi","12000"
"BLD-0053","BLD-0053/F2/U1","2","99.13","Rented","Nisha Anand","27000"
"BLD-0053","BLD-0053/F2/U2","2","99.13","Rented","Tara Khanna","23000"
"BLD-0053","BLD-0053/F3/U1","3","99.13","Rented","Tara Khanna","17000"
"BLD-0053","BLD-0053/F3/U2","3","99.13","Rented","Vihaan Joshi","23000"
"BLD-0053","BLD-0053/F4/U1","4","99.13","Rented","Aarav Mehta","27000"
"BLD-0053","BLD-0053/F4/U2","4","99.13","Rented","Nisha Anand","14000"
"BLD-0054","BLD-0054/F0/U1","0","124.76","Owner occupied","Meera Arora","0"
"BLD-0054","BLD-0054/F0/U2","0","124.76","Vacant","Unoccupied","0"
"BLD-0054","BLD-0054/F1/U1","1","124.76","Vacant","Unoccupied","0"
"BLD-0054","BLD-0054/F1/U2","1","124.76","Vacant","Unoccupied","0"
"BLD-0054","BLD-0054/F2/U1","2","124.76","Rented","Ishaan Verma","19000"
"BLD-0054","BLD-0054/F2/U2","2","124.76","Rented","Diya Malhotra","24000"
"BLD-0054","BLD-0054/F3/U1","3","124.76","Rented","Tara Khanna","23000"
"BLD-0054","BLD-0054/F3/U2","3","124.76","Rented","Neel Kapoor","26000"
"BLD-0054","BLD-0054/F4/U1","4","124.76","Rented","Meera Arora","16000"
"BLD-0054","BLD-0054/F4/U2","4","124.76","Vacant","Unoccupied","0"
"BLD-0055","BLD-0055/F0/U1","0","89.61","Owner occupied","Ananya Rao","0"
"BLD-0055","BLD-0055/F0/U2","0","89.61","Rented","Ananya Rao","19000"
"BLD-0055","BLD-0055/F1/U1","1","89.61","Rented","Kavya Sethi","24000"
"BLD-0055","BLD-0055/F1/U2","1","89.61","Rented","Kavya Sethi","28000"
"BLD-0055","BLD-0055/F2/U1","2","89.61","Rented","Arjun Sinha","26000"
"BLD-0055","BLD-0055/F2/U2","2","89.61","Rented","Tara Khanna","17000"
"BLD-0055","BLD-0055/F3/U1","3","89.61","Rented","Arjun Sinha","15000"
"BLD-0055","BLD-0055/F3/U2","3","89.61","Rented","Meera Arora","18000"
"BLD-0055","BLD-0055/F4/U1","4","89.61","Rented","Kavya Sethi","25000"
"BLD-0055","BLD-0055/F4/U2","4","89.61","Rented","Neel Kapoor","24000"
"BLD-0056","BLD-0056/F0/U1","0","99.13","Owner occupied","Neel Kapoor","0"
"BLD-0056","BLD-0056/F0/U2","0","99.13","Vacant","Unoccupied","0"
"BLD-0056","BLD-0056/F1/U1","1","99.13","Rented","Ishaan Verma","16000"
"BLD-0056","BLD-0056/F1/U2","1","99.13","Rented","Aarav Mehta","14000"
"BLD-0056","BLD-0056/F2/U1","2","99.13","Rented","Ishaan Verma","14000"
"BLD-0056","BLD-0056/F2/U2","2","99.13","Rented","Aarav Mehta","19000"
"BLD-0056","BLD-0056/F3/U1","3","99.13","Rented","Aarav Mehta","23000"
"BLD-0056","BLD-0056/F3/U2","3","99.13","Rented","Arjun Sinha","20000"
"BLD-0056","BLD-0056/F4/U1","4","99.13","Vacant","Unoccupied","0"
"BLD-0056","BLD-0056/F4/U2","4","99.13","Rented","Neel Kapoor","17000"
"BLD-0057","BLD-0057/F0/U1","0","148.9","Owner occupied","Arjun Sinha","0"
"BLD-0057","BLD-0057/F0/U2","0","148.9","Rented","Ananya Rao","23000"
"BLD-0057","BLD-0057/F1/U1","1","148.9","Vacant","Unoccupied","0"
"BLD-0057","BLD-0057/F1/U2","1","148.9","Rented","Ishaan Verma","25000"
"BLD-0057","BLD-0057/F2/U1","2","148.9","Rented","Vihaan Joshi","23000"
"BLD-0057","BLD-0057/F2/U2","2","148.9","Rented","Ananya Rao","21000"
"BLD-0057","BLD-0057/F3/U1","3","148.9","Rented","Vihaan Joshi","20000"
"BLD-0057","BLD-0057/F3/U2","3","148.9","Rented","Rohan Batra","14000"
"BLD-0058","BLD-0058/F0/U1","0","139.35","Owner occupied","Tara Khanna","0"
"BLD-0058","BLD-0058/F0/U2","0","139.35","Rented","Tara Khanna","25000"
"BLD-0058","BLD-0058/F1/U1","1","139.35","Rented","Meera Arora","13000"
"BLD-0058","BLD-0058/F1/U2","1","139.35","Rented","Ishaan Verma","13000"
"BLD-0058","BLD-0058/F2/U1","2","139.35","Vacant","Unoccupied","0"
"BLD-0058","BLD-0058/F2/U2","2","139.35","Rented","Meera Arora","15000"
"BLD-0059","BLD-0059/F0/U1","0","95.81","Owner occupied","Vihaan Joshi","0"
"BLD-0059","BLD-0059/F0/U2","0","95.81","Rented","Ishaan Verma","14000"
"BLD-0059","BLD-0059/F1/U1","1","95.81","Rented","Ananya Rao","19000"
"BLD-0059","BLD-0059/F1/U2","1","95.81","Vacant","Unoccupied","0"
"BLD-0059","BLD-0059/F2/U1","2","95.81","Rented","Meera Arora","14000"
"BLD-0059","BLD-0059/F2/U2","2","95.81","Rented","Nisha Anand","27000"
"BLD-0059","BLD-0059/F3/U1","3","95.81","Rented","Tara Khanna","26000"
"BLD-0059","BLD-0059/F3/U2","3","95.81","Rented","Arjun Sinha","25000"
"BLD-0060","BLD-0060/F0/U1","0","132.04","Owner occupied","Neel Kapoor","0"
"BLD-0060","BLD-0060/F0/U2","0","132.04","Rented","Ananya Rao","26000"
"BLD-0060","BLD-0060/F1/U1","1","132.04","Rented","Nisha Anand","20000"
"BLD-0060","BLD-0060/F1/U2","1","132.04","Rented","Rohan Batra","15000"
"BLD-0060","BLD-0060/F2/U1","2","132.04","Rented","Neel Kapoor","23000"
"BLD-0060","BLD-0060/F2/U2","2","132.04","Rented","Rohan Batra","17000"
"BLD-0060","BLD-0060/F3/U1","3","132.04","Rented","Rohan Batra","23000"
"BLD-0060","BLD-0060/F3/U2","3","132.04","Rented","Arjun Sinha","20000"
"BLD-0061","BLD-0061/F0/U1","0","110.74","Owner occupied","Neel Kapoor","0"
"BLD-0061","BLD-0061/F0/U2","0","110.74","Rented","Neel Kapoor","27000"
"BLD-0061","BLD-0061/F1/U1","1","110.74","Rented","Diya Malhotra","14000"
"BLD-0061","BLD-0061/F1/U2","1","110.74","Vacant","Unoccupied","0"
"BLD-0061","BLD-0061/F2/U1","2","110.74","Rented","Aarav Mehta","22000"
"BLD-0061","BLD-0061/F2/U2","2","110.74","Rented","Ananya Rao","26000"
"BLD-0062","BLD-0062/F0/U1","0","139.35","Owner occupied","Tara Khanna","0"
"BLD-0062","BLD-0062/F0/U2","0","139.35","Rented","Tara Khanna","16000"
"BLD-0062","BLD-0062/F1/U1","1","139.35","Rented","Meera Arora","15000"
"BLD-0062","BLD-0062/F1/U2","1","139.35","Rented","Ananya Rao","24000"
"BLD-0062","BLD-0062/F2/U1","2","139.35","Rented","Rohan Batra","20000"
"BLD-0062","BLD-0062/F2/U2","2","139.35","Rented","Meera Arora","22000"
"BLD-0062","BLD-0062/F3/U1","3","139.35","Rented","Kavya Sethi","17000"
"BLD-0062","BLD-0062/F3/U2","3","139.35","Rented","Rohan Batra","19000"
